Message,Label
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Credited ₹3000 from HDFC Bank,ham
You have successfully paid ₹999 to Flipkart,ham
Urgent: Update your UPI PIN or lose access,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You have successfully paid ₹999 to Flipkart,ham
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Urgent: Update your UPI PIN or lose access,spam
Urgent: Update your UPI PIN or lose access,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Account suspended. Immediate verification required at fraudlink.com,spam
₹1200 received via UPI,ham
Alert: Your KYC is incomplete. Click here to verify now!,spam
Credited ₹3000 from HDFC Bank,ham
You have successfully paid ₹999 to Flipkart,ham
Credited ₹3000 from HDFC Bank,ham
Alert: Your KYC is incomplete. Click here to verify now!,spam
₹1200 received via UPI,ham
Urgent: Update your UPI PIN or lose access,spam
₹1200 received via UPI,ham
Thanks for using UPI for your electricity bill,ham
Account suspended. Immediate verification required at fraudlink.com,spam
Account suspended. Immediate verification required at fraudlink.com,spam
Thanks for using UPI for your electricity bill,ham
Your UPI payment of ₹250 has been processed,ham
₹1200 received via UPI,ham
Thanks for using UPI for your electricity bill,ham
Account suspended. Immediate verification required at fraudlink.com,spam
Credited ₹3000 from HDFC Bank,ham
Urgent: Update your UPI PIN or lose access,spam
Your UPI payment of ₹250 has been processed,ham
Account suspended. Immediate verification required at fraudlink.com,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Your UPI payment of ₹250 has been processed,ham
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Account suspended. Immediate verification required at fraudlink.com,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Your UPI payment of ₹250 has been processed,ham
Urgent: Update your UPI PIN or lose access,spam
₹1200 received via UPI,ham
Thanks for using UPI for your electricity bill,ham
Thanks for using UPI for your electricity bill,ham
Account suspended. Immediate verification required at fraudlink.com,spam
Urgent: Update your UPI PIN or lose access,spam
Account suspended. Immediate verification required at fraudlink.com,spam
Urgent: Update your UPI PIN or lose access,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Thanks for using UPI for your electricity bill,ham
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Urgent: Update your UPI PIN or lose access,spam
You have successfully paid ₹999 to Flipkart,ham
Thanks for using UPI for your electricity bill,ham
Urgent: Update your UPI PIN or lose access,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Credited ₹3000 from HDFC Bank,ham
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Your UPI payment of ₹250 has been processed,ham
₹1200 received via UPI,ham
Credited ₹3000 from HDFC Bank,ham
Thanks for using UPI for your electricity bill,ham
Thanks for using UPI for your electricity bill,ham
Your UPI payment of ₹250 has been processed,ham
Your UPI payment of ₹250 has been processed,ham
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Your UPI payment of ₹250 has been processed,ham
₹1200 received via UPI,ham
Your UPI payment of ₹250 has been processed,ham
₹1200 received via UPI,ham
Your UPI payment of ₹250 has been processed,ham
Urgent: Update your UPI PIN or lose access,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Your UPI payment of ₹250 has been processed,ham
Urgent: Update your UPI PIN or lose access,spam
₹1200 received via UPI,ham
Thanks for using UPI for your electricity bill,ham
Your UPI payment of ₹250 has been processed,ham
Your UPI payment of ₹250 has been processed,ham
Urgent: Update your UPI PIN or lose access,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Urgent: Update your UPI PIN or lose access,spam
Credited ₹3000 from HDFC Bank,ham
Credited ₹3000 from HDFC Bank,ham
Alert: Your KYC is incomplete. Click here to verify now!,spam
Thanks for using UPI for your electricity bill,ham
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Credited ₹3000 from HDFC Bank,ham
Credited ₹3000 from HDFC Bank,ham
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Account suspended. Immediate verification required at fraudlink.com,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
₹1200 received via UPI,ham
Account suspended. Immediate verification required at fraudlink.com,spam
Urgent: Update your UPI PIN or lose access,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You have successfully paid ₹999 to Flipkart,ham
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You have successfully paid ₹999 to Flipkart,ham
Alert: Your KYC is incomplete. Click here to verify now!,spam
Account suspended. Immediate verification required at fraudlink.com,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Urgent: Update your UPI PIN or lose access,spam
Credited ₹3000 from HDFC Bank,ham
Alert: Your KYC is incomplete. Click here to verify now!,spam
Thanks for using UPI for your electricity bill,ham
Account suspended. Immediate verification required at fraudlink.com,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You have successfully paid ₹999 to Flipkart,ham
Account suspended. Immediate verification required at fraudlink.com,spam
₹1200 received via UPI,ham
Alert: Your KYC is incomplete. Click here to verify now!,spam
Urgent: Update your UPI PIN or lose access,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Your UPI payment of ₹250 has been processed,ham
₹1200 received via UPI,ham
Your UPI payment of ₹250 has been processed,ham
Alert: Your KYC is incomplete. Click here to verify now!,spam
Account suspended. Immediate verification required at fraudlink.com,spam
₹1200 received via UPI,ham
You have successfully paid ₹999 to Flipkart,ham
₹1200 received via UPI,ham
You have successfully paid ₹999 to Flipkart,ham
Urgent: Update your UPI PIN or lose access,spam
Credited ₹3000 from HDFC Bank,ham
₹1200 received via UPI,ham
Your UPI payment of ₹250 has been processed,ham
Urgent: Update your UPI PIN or lose access,spam
Your UPI payment of ₹250 has been processed,ham
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Your UPI payment of ₹250 has been processed,ham
Alert: Your KYC is incomplete. Click here to verify now!,spam
Your UPI payment of ₹250 has been processed,ham
Urgent: Update your UPI PIN or lose access,spam
Urgent: Update your UPI PIN or lose access,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Thanks for using UPI for your electricity bill,ham
Credited ₹3000 from HDFC Bank,ham
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Credited ₹3000 from HDFC Bank,ham
₹1200 received via UPI,ham
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Credited ₹3000 from HDFC Bank,ham
Account suspended. Immediate verification required at fraudlink.com,spam
Urgent: Update your UPI PIN or lose access,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
You have successfully paid ₹999 to Flipkart,ham
Your UPI payment of ₹250 has been processed,ham
₹1200 received via UPI,ham
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
You have successfully paid ₹999 to Flipkart,ham
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Urgent: Update your UPI PIN or lose access,spam
Urgent: Update your UPI PIN or lose access,spam
Credited ₹3000 from HDFC Bank,ham
Your UPI payment of ₹250 has been processed,ham
Account suspended. Immediate verification required at fraudlink.com,spam
Your UPI payment of ₹250 has been processed,ham
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
You've won a ₹1 Lakh lottery! Send your UPI ID to claim,spam
Alert: Your KYC is incomplete. Click here to verify now!,spam
Free cashback of ₹5000. Send ₹1 to verify your number,spam
Win iPhone 15. Just confirm your bank account now!,spam
UPI upgrade notice. Install patch immediately,spam
Your account has been flagged. Reset your UPI ID now,spam
Fake alert! Your account is compromised. Reset now,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
Official NPCI alert: Your UPI app needs immediate update,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Free ₹1000 cashback! Just verify your account now,spam
Security upgrade required. Tap here to verify bank details,spam
Mandatory update for continued access to UPI,spam
Update your bank KYC now or your account will be blocked,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Win iPhone 15. Just confirm your bank account now!,spam
Your account has been flagged. Reset your UPI ID now,spam
UPI service error. Click here to reset immediately,spam
"Win ₹10,000 with our lucky draw. Click here to register",spam
You have received a payment. Click to view: fakeupi.link,spam
Pay ₹1 to unlock premium cashback offers,spam
Security upgrade required. Tap here to verify bank details,spam
Your account is under investigation. Click to resolve,spam
Bank alert! Your account will be disabled without KYC,spam
Click now to stop deduction from your account,spam
Refund pending. Click here to initiate the process,spam
Your UPI account is on hold. Click here to activate immediately,spam
Fake alert! Your account is compromised. Reset now,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
Fake transaction detected. Act fast to secure account,spam
Bank alert! Your account will be disabled without KYC,spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
New UPI reward: Get ₹2500 bonus. Activate here,spam
Send ₹1 to verify your phone and win ₹5000,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
Fraud alert! Click here to verify UPI ID now,spam
Send ₹1 to verify your phone and win ₹5000,spam
Exclusive offer! Transfer ₹1 and get ₹500 instantly,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Fraud alert! Click here to verify UPI ID now,spam
Mandatory update for continued access to UPI,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
System flagged your account. Reset required,spam
Click now to stop deduction from your account,spam
Fake transaction detected. Act fast to secure account,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
Urgent! Suspicious activity detected. Confirm your UPI PIN here,spam
₹10000 received. Click here to check balance: upi-check.me,spam
Fake transaction detected. Act fast to secure account,spam
"Dear user, confirm your details to avoid service interruption",spam
Fraud alert! Click here to verify UPI ID now,spam
Fake transaction detected. Act fast to secure account,spam
Your UPI account is on hold. Click here to activate immediately,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
⚠️ Fraud Alert: Your account will be frozen. Take action now,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
"Win ₹10,000 with our lucky draw. Click here to register",spam
You have received a payment. Click to view: fakeupi.link,spam
Refund pending. Click here to initiate the process,spam
Update your bank KYC now or your account will be blocked,spam
Your UPI account is on hold. Click here to activate immediately,spam
You have received a payment. Click to view: fakeupi.link,spam
Your account has been flagged. Reset your UPI ID now,spam
You've been selected! Verify your account for reward,spam
Free ₹1000 cashback! Just verify your account now,spam
Emergency update from SBI. Click to complete within 30 minutes,spam
UPI service error. Click here to reset immediately,spam
Fake transaction detected. Act fast to secure account,spam
UPI upgrade notice. Install patch immediately,spam
Emergency update from SBI. Click to complete within 30 minutes,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Official NPCI alert: Your UPI app needs immediate update,spam
Send ₹1 to verify your phone and win ₹5000,spam
Emergency update from SBI. Click to complete within 30 minutes,spam
Security upgrade required. Tap here to verify bank details,spam
You have received a payment. Click to view: fakeupi.link,spam
You have received a payment. Click to view: fakeupi.link,spam
Your UPI account is on hold. Click here to activate immediately,spam
Security upgrade required. Tap here to verify bank details,spam
You've been selected! Verify your account for reward,spam
System flagged your account. Reset required,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
UPI service error. Click here to reset immediately,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Your account has been flagged. Reset your UPI ID now,spam
UPI service error. Click here to reset immediately,spam
Official NPCI alert: Your UPI app needs immediate update,spam
UPI services will be blocked. Complete re-KYC now,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
Win iPhone 15. Just confirm your bank account now!,spam
Bank alert! Your account will be disabled without KYC,spam
Last chance to claim ₹5000 cashback. Act now!,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Fake transaction detected. Act fast to secure account,spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
Security upgrade required. Tap here to verify bank details,spam
⚠️ Fraud Alert: Your account will be frozen. Take action now,spam
Security upgrade required. Tap here to verify bank details,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
Pay ₹1 to unlock premium cashback offers,spam
New UPI reward: Get ₹2500 bonus. Activate here,spam
UPI services will be blocked. Complete re-KYC now,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Bank alert! Your account will be disabled without KYC,spam
Security upgrade required. Tap here to verify bank details,spam
Fake alert! Your account is compromised. Reset now,spam
Send ₹1 to verify your phone and win ₹5000,spam
⚠️ Fraud Alert: Your account will be frozen. Take action now,spam
Emergency update from SBI. Click to complete within 30 minutes,spam
Important: Your bank KYC is due. Update immediately,spam
Security upgrade required. Tap here to verify bank details,spam
Your account is under investigation. Click to resolve,spam
Security upgrade required. Tap here to verify bank details,spam
Win iPhone 15. Just confirm your bank account now!,spam
Fake transaction detected. Act fast to secure account,spam
System flagged your account. Reset required,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Transaction failed. Click here to resend ₹10 and confirm details,spam
Click now to stop deduction from your account,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Fake alert! Your account is compromised. Reset now,spam
Exclusive offer! Transfer ₹1 and get ₹500 instantly,spam
Update your bank KYC now or your account will be blocked,spam
Get ₹300 cashback instantly. Just verify your account,spam
Get ₹300 cashback instantly. Just verify your account,spam
Access restricted. Verify now to continue using UPI,spam
Emergency update from SBI. Click to complete within 30 minutes,spam
You have received a payment. Click to view: fakeupi.link,spam
"Dear user, confirm your details to avoid service interruption",spam
Send ₹1 to verify your phone and win ₹5000,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
You have won a shopping voucher worth ₹3000. Verify to claim,spam
UPI services will be blocked. Complete re-KYC now,spam
Complete your KYC before 5PM today to avoid suspension,spam
Unauthorized login detected! Verify your UPI now,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Refund pending. Click here to initiate the process,spam
Free ₹1000 cashback! Just verify your account now,spam
You have received a payment. Click to view: fakeupi.link,spam
You've been selected! Verify your account for reward,spam
You've been selected! Verify your account for reward,spam
Exclusive offer! Transfer ₹1 and get ₹500 instantly,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Unauthorized login detected! Verify your UPI now,spam
Click now to stop deduction from your account,spam
UPI upgrade notice. Install patch immediately,spam
Free ₹1000 cashback! Just verify your account now,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Unauthorized login detected! Verify your UPI now,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
UPI upgrade notice. Install patch immediately,spam
Urgent! Suspicious activity detected. Confirm your UPI PIN here,spam
Free ₹1000 cashback! Just verify your account now,spam
Refund pending. Click here to initiate the process,spam
You have won a shopping voucher worth ₹3000. Verify to claim,spam
Pay ₹1 to unlock premium cashback offers,spam
Free ₹1000 cashback! Just verify your account now,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
Your account is under investigation. Click to resolve,spam
UPI upgrade notice. Install patch immediately,spam
UPI upgrade notice. Install patch immediately,spam
Fake alert! Your account is compromised. Reset now,spam
Send ₹1 to verify your phone and win ₹5000,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
Your account is under investigation. Click to resolve,spam
Win iPhone 15. Just confirm your bank account now!,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Urgent! Suspicious activity detected. Confirm your UPI PIN here,spam
System flagged your account. Reset required,spam
Complete your KYC before 5PM today to avoid suspension,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Free ₹1000 cashback! Just verify your account now,spam
Security upgrade required. Tap here to verify bank details,spam
Fake transaction detected. Act fast to secure account,spam
UPI services will be blocked. Complete re-KYC now,spam
UPI services will be blocked. Complete re-KYC now,spam
You've been selected! Verify your account for reward,spam
Get cash rewards today! Send ₹2 to join,spam
Complete your KYC before 5PM today to avoid suspension,spam
UPI upgrade notice. Install patch immediately,spam
Your account has been flagged. Reset your UPI ID now,spam
You've been selected! Verify your account for reward,spam
Emergency update from SBI. Click to complete within 30 minutes,spam
Urgent! Suspicious activity detected. Confirm your UPI PIN here,spam
Fraud alert! Click here to verify UPI ID now,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Your account is under investigation. Click to resolve,spam
New UPI reward: Get ₹2500 bonus. Activate here,spam
NPCI notice: Account error reported. Act now,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Fake transaction detected. Act fast to secure account,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
Important: Your bank KYC is due. Update immediately,spam
System flagged your account. Reset required,spam
Win iPhone 15. Just confirm your bank account now!,spam
Refund pending. Click here to initiate the process,spam
Refund pending. Click here to initiate the process,spam
Security upgrade required. Tap here to verify bank details,spam
"You are eligible for a loan of ₹1,00,000. Apply now",spam
UPI upgrade notice. Install patch immediately,spam
Click now to stop deduction from your account,spam
New UPI reward: Get ₹2500 bonus. Activate here,spam
Unauthorized login detected! Verify your UPI now,spam
Access restricted. Verify now to continue using UPI,spam
You have received a payment. Click to view: fakeupi.link,spam
Fake transaction detected. Act fast to secure account,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
Transaction failed. Click here to resend ₹10 and confirm details,spam
Security upgrade required. Tap here to verify bank details,spam
Send ₹1 to verify your phone and win ₹5000,spam
Your account has been flagged. Reset your UPI ID now,spam
Update your bank KYC now or your account will be blocked,spam
"Win ₹10,000 with our lucky draw. Click here to register",spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Your UPI account is on hold. Click here to activate immediately,spam
"Win ₹10,000 with our lucky draw. Click here to register",spam
Click now to stop deduction from your account,spam
You have won a shopping voucher worth ₹3000. Verify to claim,spam
New UPI reward: Get ₹2500 bonus. Activate here,spam
Last chance to claim ₹5000 cashback. Act now!,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
Fake alert! Your account is compromised. Reset now,spam
System flagged your account. Reset required,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
UPI upgrade notice. Install patch immediately,spam
"Win ₹10,000 with our lucky draw. Click here to register",spam
New UPI reward: Get ₹2500 bonus. Activate here,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
Important: Your bank KYC is due. Update immediately,spam
Get ₹300 cashback instantly. Just verify your account,spam
UPI service error. Click here to reset immediately,spam
Security upgrade required. Tap here to verify bank details,spam
Emergency update from SBI. Click to complete within 30 minutes,spam
Win iPhone 15. Just confirm your bank account now!,spam
₹10000 received. Click here to check balance: upi-check.me,spam
Your account has been flagged. Reset your UPI ID now,spam
Official NPCI alert: Your UPI app needs immediate update,spam
Bank alert! Your account will be disabled without KYC,spam
You have won a shopping voucher worth ₹3000. Verify to claim,spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
"Dear user, confirm your details to avoid service interruption",spam
Access restricted. Verify now to continue using UPI,spam
Win iPhone 15. Just confirm your bank account now!,spam
You have won a shopping voucher worth ₹3000. Verify to claim,spam
UPI service error. Click here to reset immediately,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
⚠️ Fraud Alert: Your account will be frozen. Take action now,spam
You've been selected! Verify your account for reward,spam
Your refund is ready. Complete UPI validation,spam
Security upgrade required. Tap here to verify bank details,spam
Get cash rewards today! Send ₹2 to join,spam
Get cash rewards today! Send ₹2 to join,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Bank alert! Your account will be disabled without KYC,spam
Your account is under investigation. Click to resolve,spam
Win iPhone 15. Just confirm your bank account now!,spam
Win iPhone 15. Just confirm your bank account now!,spam
Get cash rewards today! Send ₹2 to join,spam
Mandatory update for continued access to UPI,spam
Fake alert! Your account is compromised. Reset now,spam
"Win ₹10,000 with our lucky draw. Click here to register",spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Your UPI account is on hold. Click here to activate immediately,spam
Update your bank KYC now or your account will be blocked,spam
Fake transaction detected. Act fast to secure account,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Security upgrade required. Tap here to verify bank details,spam
Your account has been flagged. Reset your UPI ID now,spam
Official NPCI alert: Your UPI app needs immediate update,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Your account is under investigation. Click to resolve,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
"Dear user, confirm your details to avoid service interruption",spam
Fake alert! Your account is compromised. Reset now,spam
Your refund is ready. Complete UPI validation,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
Official NPCI alert: Your UPI app needs immediate update,spam
Transaction failed. Click here to resend ₹10 and confirm details,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Important: Your bank KYC is due. Update immediately,spam
You have received a payment. Click to view: fakeupi.link,spam
₹10000 received. Click here to check balance: upi-check.me,spam
Your UPI account is on hold. Click here to activate immediately,spam
System flagged your account. Reset required,spam
Last chance to claim ₹5000 cashback. Act now!,spam
"Dear user, confirm your details to avoid service interruption",spam
Win iPhone 15. Just confirm your bank account now!,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Free ₹1000 cashback! Just verify your account now,spam
Your UPI account is on hold. Click here to activate immediately,spam
Your refund is ready. Complete UPI validation,spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
"You are eligible for a loan of ₹1,00,000. Apply now",spam
Complete your KYC before 5PM today to avoid suspension,spam
⚠️ Fraud Alert: Your account will be frozen. Take action now,spam
Mandatory update for continued access to UPI,spam
⚠️ Fraud Alert: Your account will be frozen. Take action now,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
New UPI reward: Get ₹2500 bonus. Activate here,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
UPI services will be blocked. Complete re-KYC now,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Fraud alert! Click here to verify UPI ID now,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Pay ₹1 to unlock premium cashback offers,spam
UPI services will be blocked. Complete re-KYC now,spam
UPI service error. Click here to reset immediately,spam
"Win ₹10,000 with our lucky draw. Click here to register",spam
Win iPhone 15. Just confirm your bank account now!,spam
Fake transaction detected. Act fast to secure account,spam
UPI services will be blocked. Complete re-KYC now,spam
System flagged your account. Reset required,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
Your UPI account is on hold. Click here to activate immediately,spam
Fraud alert! Click here to verify UPI ID now,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
Update your bank KYC now or your account will be blocked,spam
You have received a payment. Click to view: fakeupi.link,spam
Emergency update from SBI. Click to complete within 30 minutes,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Complete your KYC before 5PM today to avoid suspension,spam
Your refund is ready. Complete UPI validation,spam
Security upgrade required. Tap here to verify bank details,spam
You've been selected! Verify your account for reward,spam
₹10000 received. Click here to check balance: upi-check.me,spam
Last chance to claim ₹5000 cashback. Act now!,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
Your account has been flagged. Reset your UPI ID now,spam
Free ₹100 Amazon gift card! Just update your UPI PIN,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Complete your KYC before 5PM today to avoid suspension,spam
Mandatory update for continued access to UPI,spam
You have received a payment. Click to view: fakeupi.link,spam
Send ₹1 to verify your phone and win ₹5000,spam
Urgent! Suspicious activity detected. Confirm your UPI PIN here,spam
Update your bank KYC now or your account will be blocked,spam
Get cash rewards today! Send ₹2 to join,spam
Security upgrade required. Tap here to verify bank details,spam
Fake transaction detected. Act fast to secure account,spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
Security upgrade required. Tap here to verify bank details,spam
Your account is under investigation. Click to resolve,spam
Exclusive offer! Transfer ₹1 and get ₹500 instantly,spam
Win iPhone 15. Just confirm your bank account now!,spam
Win iPhone 15. Just confirm your bank account now!,spam
Access restricted. Verify now to continue using UPI,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
System flagged your account. Reset required,spam
System flagged your account. Reset required,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
Update your bank KYC now or your account will be blocked,spam
Transaction failed. Click here to resend ₹10 and confirm details,spam
Urgent! Suspicious activity detected. Confirm your UPI PIN here,spam
UPI service error. Click here to reset immediately,spam
Get cash rewards today! Send ₹2 to join,spam
Your UPI account is on hold. Click here to activate immediately,spam
Your UPI account is on hold. Click here to activate immediately,spam
Complete your KYC before 5PM today to avoid suspension,spam
Fake transaction detected. Act fast to secure account,spam
Get ₹300 cashback instantly. Just verify your account,spam
Get cash rewards today! Send ₹2 to join,spam
₹10000 received. Click here to check balance: upi-check.me,spam
Fraud alert! Click here to verify UPI ID now,spam
Update your bank KYC now or your account will be blocked,spam
Your refund is ready. Complete UPI validation,spam
Access restricted. Verify now to continue using UPI,spam
Win iPhone 15. Just confirm your bank account now!,spam
⚠️ Fraud Alert: Your account will be frozen. Take action now,spam
Pay ₹1 to unlock premium cashback offers,spam
You have received a payment. Click to view: fakeupi.link,spam
Exclusive offer! Transfer ₹1 and get ₹500 instantly,spam
"Congratulations! You've won ₹50,000. Send ₹10 to claim your prize",spam
Important: Your bank KYC is due. Update immediately,spam
UPI upgrade notice. Install patch immediately,spam
Fraud alert! Click here to verify UPI ID now,spam
Unauthorized login detected! Verify your UPI now,spam
UPI upgrade notice. Install patch immediately,spam
UPI upgrade notice. Install patch immediately,spam
"Dear user, your UPI ID is inactive. Reactivate now: upi-verify.co",spam
UPI services will be blocked. Complete re-KYC now,spam
New scheme! Get ₹2000 bonus. Click here to participate,spam
Refund pending. Click here to initiate the process,spam
Send ₹1 to verify your phone and win ₹5000,spam
Fake transaction detected. Act fast to secure account,spam
Lottery alert! You are selected for ₹1 lakh draw. Send ₹50 to register,spam
Mandatory update for continued access to UPI,spam
"Win ₹10,000 with our lucky draw. Click here to register",spam
System flagged your account. Reset required,spam
One-time UPI bonus: ₹500 credited. Verify to unlock,spam
